,L,R,F,M,C,0
325,0.18627451,0.017808219,0.018957346,0.02398729,0.231625883,0
453,0.637254902,0.031506849,0.061611374,0.063916712,0.438930204,1
3995,0.450980392,0.205479452,0.042654028,0.019031652,0.368139021,0
2670,0.31372549,0.116438356,0.118483412,0.080148325,0.3990888,1
3577,0.715686275,0.334246575,0,0.003249769,0.242490924,2
1226,0.294117647,0.426027397,0.023696682,0.012995628,0.373599791,0
417,0.137254902,0.024657534,0.085308057,0.051021024,0.422598636,1
2274,0.156862745,0.324657534,0.023696682,0.007922819,0.369024325,2
1821,0.107843137,0.010958904,0.203791469,0.095559741,0.425187526,1
1453,0.254901961,0.304109589,0.009478673,0.008917048,0.423827075,2
369,0.568627451,0.42739726,0,0.002691484,0.370937299,2
477,0.009803922,0.123287671,0.018957346,0.01582496,0.443479296,0
4774,0.352941176,0.006849315,0.061611374,0.028712034,0.427721087,1
1804,0.578431373,0.006849315,0.222748815,0.125352159,0.40919338,1
1516,0.823529412,0.010958904,0.132701422,0.082417649,0.404205366,1
1904,0.901960784,0.660273973,0.028436019,0.017554954,0.414729286,0
2836,0.254901961,0.087671233,0.009478673,0.014179399,0.364144223,0
1335,0.137254902,0.230136986,0,0.001254418,0.439142739,2
4302,0.666666667,0.050684932,0.213270142,0.088093544,0.500864646,1
3510,0.745098039,0.049315068,0.156398104,0.073321398,0.74081281,1
450,0.078431373,0.857534247,0,0.004728189,0.375223274,2
409,0.656862745,0.049315068,0.052132701,0.030202516,0.448265287,1
3277,0.911764706,0.793150685,0.009478673,0.002176277,0.418179956,2
1013,0.078431373,0.010958904,0.090047393,0.043258453,0.575399154,1
1858,0.098039216,0.604109589,0.014218009,0.01881971,0.406151135,0
1094,0.235294118,0.209589041,0.042654028,0.017434337,0.377881008,0
1087,0.107843137,0.017808219,0.052132701,0.027106103,0.496683989,1
4694,0.009803922,0.515068493,0.004739336,0.011369021,0.474578165,0
1955,0.529411765,0.038356164,0.075829384,0.034282819,0.515339132,1
2782,0.235294118,0.143835616,0.023696682,0.017343013,0.447526528,0
1093,0.960784314,0.305479452,0.009478673,0.006558123,0.52611741,2
2732,0.774509804,0.009589041,0.08056872,0.04456801,0.298926642,1
2567,0.950980392,0.156164384,0.085308057,0.040720325,0.611726705,1
1632,0.509803922,0.015068493,0.061611374,0.029745894,0.324262914,0
1027,0.235294118,0.242465753,0.028436019,0.021140727,0.454154639,0
3663,0.137254902,0.11369863,0.056872038,0.020980479,0.404224755,0
1751,0.147058824,0.364383562,0.009478673,0.005508754,0.762563279,0
3108,0.852941176,0.026027397,0.018957346,0.015899054,0.225565516,0
2357,0.774509804,0.261643836,0.071090047,0.032347777,0.449933107,1
4648,0.245098039,0.171232877,0.023696682,0.017599755,0.515769807,0
3979,0.362745098,0.282191781,0.052132701,0.022824197,0.278678166,0
1367,0.833333333,0,0.137440758,0.091477714,0.342900445,1
1825,0.950980392,0.160273973,0.042654028,0.022808689,0.459429699,0
1291,0.568627451,0,0.132701422,0.06680463,0.544282179,1
1876,0.18627451,0.009589041,0.218009479,0.134610381,0.46989994,1
1059,0.019607843,0.602739726,0,0.008513843,0.464895399,0
4733,0.039215686,0.680821918,0.004739336,0.007924542,0.414552729,2
1257,0.176470588,0.012328767,0.023696682,0.013143815,0.397062903,0
2442,0.029411765,0.008219178,0.042654028,0.022677734,0.34339553,0
2653,0.117647059,0.063013699,0.047393365,0.029633893,0.424153423,1
1621,0.058823529,0.384931507,0.009478673,0.005629371,0.41578188,2
1189,0.303921569,0.139726027,0.014218009,0.009358162,0.352907917,2
4327,0.18627451,0,0.047393365,0.022962045,0.427122966,0
371,0.333333333,0.032876712,0.18957346,0.074885974,0.375335988,1
3754,0.647058824,0.268493151,0.061611374,0.021774829,0.477496095,0
4495,0.166666667,0.132876712,0.127962085,0.063561753,0.34345721,1
944,0.490196078,0.165753425,0.033175355,0.017356797,0.361439084,0
4026,0.019607843,0.043835616,0.033175355,0.020051727,0.224064477,0
4932,0.607843137,0.37260274,0.004739336,0.006141132,0.32104682,2
1496,0.176470588,0.468493151,0.014218009,0.00961835,0.354559784,2
3922,0.519607843,0.280821918,0.018957346,0.012399436,0.452518499,0
1985,0.598039216,0.350684932,0.014218009,0.010952031,0.470747426,0
2526,0.333333333,0.004109589,0.08056872,0.026944132,0.414794526,1
3657,0.264705882,0.405479452,0.018957346,0.011658502,0.172766088,2
3952,0.754901961,0.102739726,0.028436019,0.02124756,0.526859109,0
3483,0.441176471,0.179452055,0.009478673,0.005796512,0.488630144,2
3902,0.725490196,0.019178082,0.161137441,0.089473748,0.523831605,1
782,0.029411765,0.198630137,0.028436019,0.016776112,0.301301137,0
1989,0.019607843,0.04109589,0.052132701,0.024597268,0.441333968,0
2365,0.529411765,0.109589041,0.004739336,0.016062748,0.428145538,0
4580,0.019607843,0.345205479,0.004739336,0.005655218,0.612408414,2
2133,0.490196078,0.676712329,0.009478673,0.003528911,0.477632943,2
3923,0.333333333,0.201369863,0.137440758,0.054748091,0.354024518,1
611,0.274509804,0.179452055,0.033175355,0.015149505,0.510089894,0
1182,0.803921569,0.017808219,0.09478673,0.050740158,0.576658471,1
1284,0.303921569,0.77260274,0.009478673,0.008668922,0.645369627,0
77,0.019607843,0.01369863,0.232227488,0.095325399,0.40607636,1
2503,0.294117647,0.456164384,0.099526066,0.101090895,0.349216769,1
509,0.333333333,0.002739726,0.08056872,0.047400788,0.34695421,1
618,0.598039216,0.135616438,0.061611374,0.027512755,0.396356995,1
802,0.862745098,0.150684932,0,0.001940212,0.45013994,2
3784,0.058823529,0.169863014,0.023696682,0.024936719,0.283648934,0
2195,0.166666667,0.635616438,0.009478673,0.005124503,0.566649287,2
2303,0.598039216,0.147945205,0.033175355,0.026768376,0.276564924,0
4317,0.68627451,0.147945205,0.028436019,0.020448041,0.411550115,0
311,0.029411765,0.075342466,0.028436019,0.009937124,0.440178227,0
1231,0.362745098,0.008219178,0.08056872,0.036529743,0.414485717,1
4994,0.049019608,0.139726027,0.033175355,0.0241372,0.416014652,0
990,0.68627451,0.569863014,0,0.007119854,0.486797277,2
3415,0.539215686,0.068493151,0.052132701,0.047853964,0.39840698,1
4487,0.098039216,0.197260274,0.037914692,0.028717203,0.359016523,0
1982,0.764705882,0.002739726,0.251184834,0.084307891,0.448061085,1
4981,0.450980392,0.017808219,0.018957346,0.016181642,0.829099204,1
1809,0.5,0.194520548,0,0.003635743,0.41600335,2
4237,0.637254902,0.146575342,0.028436019,0.018761125,0.472028826,0
846,0.058823529,0.236986301,0.004739336,0.008672368,0.282399874,2
4171,0.12745098,0.023287671,0.08056872,0.038854207,0.397825695,1
3308,0.147058824,0.061643836,0,0.041519844,0.325504993,1
1494,0.411764706,0.032876712,0.123222749,0.057496437,0.521475492,1
4479,0.401960784,0.128767123,0.004739336,0.006766618,0.434946135,2
456,0.705882353,0.226027397,0.047393365,0.042481335,0.37561693,1
1128,0.019607843,0.22739726,0.042654028,0.028556955,0.438761257,1
602,0.088235294,0.494520548,0.009478673,0.015297692,0.456883843,0
4373,0.235294118,0.187671233,0.028436019,0.01874734,0.312107857,0
3908,0.754901961,0.056164384,0.075829384,0.040787526,0.478329446,1
193,0.480392157,0.032876712,0.033175355,0.018580199,0.325764037,0
2892,0.029411765,0.183561644,0.014218009,0.026823515,0.351091285,0
362,0.166666667,0.605479452,0.004739336,0.002358925,0.633426627,2
1462,0.117647059,0.449315068,0.018957346,0.026428925,0.42433323,1
47,0.196078431,0.006849315,0.218009479,0.134791307,0.303553407,1
197,0.245098039,0.171232877,0.052132701,0.031448318,0.315121865,0
4792,0.558823529,0.046575342,0.018957346,0.011739488,0.368209439,0
1634,0.176470588,0.154794521,0.004739336,0.003623682,0.219467229,2
2477,0.441176471,0.016438356,0.09478673,0.052060054,0.430041396,1
3497,0.058823529,0.060273973,0.018957346,0.020573827,0.200621057,0
985,0.176470588,0.398630137,0.061611374,0.074324243,0.35265613,1
3265,0.215686275,0.153424658,0.023696682,0.013777916,0.282559283,0
532,0.117647059,0.947945205,0.004739336,0.003299739,0.437920827,2
1853,0.352941176,0.052054795,0.004739336,0.004902223,0.398484242,2
2781,0.960784314,0.069863014,0.037914692,0.023889074,0.321699657,0
82,0.176470588,0.054794521,0.033175355,0.029869958,0.389044378,1
339,0.12745098,0.147945205,0.075829384,0.03257178,0.360412685,1
4150,0.294117647,0.112328767,0.033175355,0.075554537,0.476603759,1
3099,0.833333333,0,0.17535545,0.101783582,0.415318985,1
4357,0.068627451,0.275342466,0.009478673,0.01390198,0.315906124,0
4216,0.235294118,0.005479452,0.056872038,0.039259135,0.423703337,1
828,0.137254902,0.095890411,0.052132701,0.026072243,0.390079522,0
2614,0.039215686,0.016438356,0.109004739,0.060186198,0.841714288,1
236,0.352941176,0.301369863,0.023696682,0.007776355,0.583453686,0
524,0.058823529,0.006849315,0.104265403,0.048836131,0.462549553,1
584,0.294117647,0.002739726,0.042654028,0.019155715,0.45499588,0
2972,0.235294118,0.195890411,0.037914692,0.027679896,0.487557998,1
3859,0.607843137,0.205479452,0.033175355,0.027125058,0.540611432,1
3925,0.176470588,0.045205479,0.071090047,0.022794904,0.4853312,0
52,0.009803922,0.346575342,0.004739336,0.006204887,0.474809063,2
1916,0.088235294,0.464383562,0.009478673,0.006894127,0.538297103,2
4852,0.31372549,0.015068493,0.042654028,0.039776066,0.328706805,1
2780,0.431372549,0.553424658,0.014218009,0.006833819,0.457058653,2
2104,0.088235294,0.361643836,0.033175355,0.010896891,0.275006389,2
868,0,0,0.09478673,0.063175779,0.334418293,1
556,0.264705882,0.060273973,0.004739336,0.006146302,0.372053757,2
2235,0.039215686,0,0.047393365,0.012485591,0.474482839,0
2629,0.264705882,0.173972603,0,0.007424843,0.384089328,2
504,0.490196078,0.138356164,0.009478673,0.010529871,0.485366968,0
3233,0.235294118,0.171232877,0.08056872,0.086956297,0.61949593,1
3171,0.892156863,0.065753425,0.009478673,0.011382806,0.402422326,0
4172,0.029411765,0.310958904,0,0.002079783,0.5353153,2
1571,0.81372549,0.801369863,0,0.002584652,0.448491537,2
115,0.039215686,0.161643836,0.033175355,0.026928624,0.423787724,1
743,0.352941176,0.147945205,0.056872038,0.024452528,0.475689039,1
1838,0.098039216,0.861643836,0.014218009,0.007791863,0.431878739,2
2315,0.117647059,0.136986301,0.042654028,0.027915961,0.414051191,1
766,0.794117647,0.091780822,0.033175355,0.022688072,0.38158923,0
2117,0.166666667,0.442465753,0,0.002512281,0.245192099,2
4004,0.049019608,0.106849315,0.037914692,0.021955754,0.39683553,0
4115,0.529411765,0.021917808,0.09478673,0.022279697,0.456271733,0
2666,0.029411765,0.060273973,0.009478673,0.003628851,0.366752647,2
1895,0.68627451,0.023287671,0.109004739,0.060439494,0.38869991,1
574,0.274509804,0.006849315,0.056872038,0.038607803,0.384564287,1
3151,0.196078431,0.026027397,0.109004739,0.057251757,0.450619626,1
2333,0.62745098,0.642465753,0.018957346,0.012570023,0.453187144,0
3563,0.019607843,0.350684932,0.004739336,0.003373832,0.378804699,2
2756,0,0.005479452,0.004739336,0.005515647,0.375968661,2
4058,0.774509804,0.04109589,0.018957346,0.011675733,0.54460442,0
2092,0.058823529,0.147945205,0.009478673,0.009811338,0.536423161,0
3811,0.088235294,0.330136986,0.037914692,0.021636981,0.394531397,0
146,0.088235294,0.226027397,0.061611374,0.023713317,0.567245216,1
3226,0.362745098,0.432876712,0.023696682,0.014982364,0.410938471,0
1281,0.078431373,0.816438356,0,0.001319895,0.431811271,2
4236,0.156862745,0.326027397,0.009478673,0.004984931,0.435616395,2
3823,0,0.119178082,0,0.005843036,0.270085028,2
2367,0.892156863,0.009589041,0.018957346,0.015809453,0.95666114,1
4604,0.323529412,0.765753425,0,0.002624283,0.513161095,2
3680,0.049019608,0.179452055,0.014218009,0.008863632,0.365347901,2
333,0.078431373,0.043835616,0.028436019,0.01713624,0.46724338,0
2227,0.588235294,0.002739726,0.331753555,0.119512569,0.452129605,1
162,0.81372549,0.084931507,0.033175355,0.04142852,0.329098497,1
1315,0.274509804,0.367123288,0.014218009,0.014287954,0.469245778,0
4881,0.235294118,0.28630137,0.014218009,0.011165695,0.464203339,0
1500,0.235294118,0.415068493,0.042654028,0.039166088,0.405186218,1
261,0.274509804,0.943835616,0.004739336,0.004485232,0.433544815,2
2150,0.284313725,0.332876712,0.08056872,0.037229322,0.35985519,1
3798,0.049019608,0.042465753,0.028436019,0.009091081,0.384980289,2
4232,0.156862745,0.032876712,0.213270142,0.100370639,0.423964757,1
103,0.382352941,0.212328767,0.047393365,0.024059661,0.416439541,0
2844,0.205882353,0.332876712,0.047393365,0.029465029,0.423503562,1
1625,0.215686275,0.263013699,0.042654028,0.033009448,0.357716889,1
2320,0.156862745,0.043835616,0.014218009,0.0087568,0.429769222,2
665,0.274509804,0.517808219,0.014218009,0.015049565,0.327119173,0
3433,0.107843137,0.464383562,0.009478673,0.000634101,0.633426627,2
156,0.166666667,0.108219178,0.023696682,0.028644833,0.385001111,1
12,0.490196078,0.001369863,0.018957346,0.013879579,0.695610492,0
2359,0.117647059,0.208219178,0.071090047,0.035099569,0.489177583,1
1411,0.588235294,0.006849315,0.203791469,0.120432705,0.360287751,1
1429,0.264705882,0.024657534,0.009478673,0.005844759,0.334669328,2
2957,0,0.402739726,0,0.000997676,0.51005359,2
3803,0.12745098,0.21369863,0.018957346,0.005362291,0.389044378,2
1877,0.431372549,0.339726027,0.018957346,0.007874572,0.60849251,0
3125,0.509803922,0.161643836,0.132701422,0.071546604,0.298387664,1
1129,0.970588235,0.260273973,0,0.004540371,0.405150169,2
2665,0.235294118,0.534246575,0,0.01258553,0.596769289,0
2537,0.676470588,0.289041096,0.004739336,0.009533918,0.313285881,2
1918,0.81372549,0.110958904,0.009478673,0.008253654,0.481930479,0
383,0.196078431,0.060273973,0.028436019,0.015102981,0.571976519,0
3393,0.833333333,0.04109589,0.118483412,0.048119321,0.476168023,1
168,0.18627451,0.061643836,0.075829384,0.040006961,0.395366238,1
657,0.333333333,0.004109589,0.037914692,0.024504221,0.729263364,1
413,0.401960784,0.1,0.018957346,0.015309753,0.315722836,0
4329,0.205882353,0.197260274,0.033175355,0.022198711,0.339786168,0
759,0.607843137,0.115068493,0.18957346,0.073590202,0.508709133,1
402,0.294117647,0.054794521,0,0.007385211,0.098229502,2
2769,0.715686275,0.053424658,0.037914692,0.014999595,0.419039585,0
1639,0.5,0.035616438,0.009478673,0.00907902,0.432890117,0
4642,0.264705882,0.136986301,0.004739336,0.005219273,0.579343835,2
1385,0.588235294,0.135616438,0,0.005369183,0.205764706,2
2229,0.009803922,0.146575342,0,0.001595592,0.50879168,2
4609,0.911764706,0.215068493,0.071090047,0.034329343,0.564204943,1
124,0.382352941,0.232876712,0,0.01258553,0.142218307,2
900,0.333333333,0.898630137,0.004739336,0.004642034,0.43582179,2
4355,0.31372549,0.04109589,0.109004739,0.084892022,0.477487562,1
250,0.029411765,0.460273973,0.004739336,0.003892485,0.612216443,2
3478,0.18627451,0.253424658,0.009478673,0.008365656,0.417674018,2
4795,0.81372549,0.15890411,0.018957346,0.012568299,0.307514096,0
2032,0.137254902,0.020547945,0.023696682,0.032058296,0.265805294,0
1739,0.019607843,0.582191781,0,0.012806087,0.340167928,0
917,0.37254902,0.173972603,0.075829384,0.041089069,0.406474199,1
845,0.578431373,0.093150685,0.056872038,0.025064229,0.502559391,1
4673,0.039215686,0.65890411,0.004739336,0.006146302,0.279802097,2
860,0.81372549,0.042465753,0.118483412,0.085277997,0.918316021,1
3272,0.607843137,0.036986301,0.009478673,0.009704505,0.424645984,0
3316,0.166666667,0.349315068,0.014218009,0.014799715,0.425169406,0
3739,0.029411765,0.205479452,0.075829384,0.04894641,0.458206491,1
3542,0.5,0.05890411,0.052132701,0.039843267,0.230950878,0
1677,0.323529412,0.091780822,0.014218009,0.008143376,0.539358171,0
2426,0.176470588,0.005479452,0.047393365,0.041252763,0.373111126,1
3941,0.852941176,0.11369863,0.075829384,0.055010003,0.379418852,1
4668,0.098039216,0.460273973,0.066350711,0.03284403,0.421940827,1
3079,0.754901961,0.415068493,0,0.003036104,0.514918446,2
4383,0.382352941,0.065753425,0,0.006521938,0.462908663,2
1348,0.235294118,0.380821918,0.018957346,0.002801762,0.498048175,2
2139,0.382352941,0,0.004739336,0.008465596,0.331307973,2
317,0.598039216,0.016438356,0.118483412,0.053164561,0.448549053,1
4905,0.617647059,0.820547945,0.004739336,0.004752313,0.458829347,2
366,0.245098039,0.043835616,0.047393365,0.025968857,0.403188442,0
3942,0.647058824,0,0.028436019,0.019317686,0.323372479,0
4208,0,0.446575342,0.009478673,0.011260466,0.402511422,0
4281,0.470588235,0.161643836,0.028436019,0.024061384,0.450604935,0
4049,0.362745098,0.209589041,0.033175355,0.017182764,0.461892269,0
3933,0.470588235,0.021917808,0.104265403,0.04145092,0.614533029,1
1190,0.558823529,0.009589041,0.222748815,0.164123657,0.446501158,1
1784,0.215686275,0.094520548,0.018957346,0.015220152,0.519655415,0
22,0.068627451,0.065753425,0.033175355,0.017110394,0.55268651,0
1234,0.019607843,0.234246575,0.014218009,0.009969863,0.40498482,0
1386,0.68627451,0.12739726,0.009478673,0.011465515,0.599243738,0
3776,0.215686275,0.579452055,0.004739336,0.008494888,0.633426627,0
2390,0.264705882,0.710958904,0,0.003425525,0.447090348,2
463,0.058823529,0.109589041,0.037914692,0.014262108,0.444592788,0
663,0.215686275,0.383561644,0.037914692,0.026341047,0.52659607,1
520,0.62745098,0.176712329,0.047393365,0.129199844,0.385046932,1
66,0.264705882,0.32739726,0,0.00343931,0.242477055,2
2336,0.950980392,0.028767123,0.023696682,0.015793945,0.423212523,0
583,0.088235294,0.035616438,0.018957346,0.010378238,0.453483897,0
543,0.156862745,0.173972603,0.033175355,0.025982641,0.182867205,0
385,0.156862745,0.064383562,0.014218009,0.005100379,0.238941688,2
2964,0.068627451,0.567123288,0.004739336,0.007884911,0.461172731,2
591,0.696078431,0.005479452,0.199052133,0.11997953,0.419945371,1
1913,0.823529412,0.032876712,0.047393365,0.031730907,0.405619904,1
2076,0.421568627,0.263013699,0,0.002846563,0.574774887,2
2916,0.647058824,0.208219178,0.028436019,0.012425282,0.234142662,2
2425,0.490196078,0.37260274,0.014218009,0.010025002,0.436902766,0
324,0.107843137,0.52739726,0.033175355,0.021776552,0.419088588,0
4114,0,0.017808219,0.009478673,0.011618871,0.203442401,2
4161,0.431372549,0.078082192,0.075829384,0.027616141,0.589986061,1
3794,0.509803922,0.038356164,0.066350711,0.045327898,0.324863483,1
1604,0.18627451,0.794520548,0,0.002924103,0.466134256,2
2007,0.274509804,0.009589041,0.255924171,0.072409878,0.514814098,1
1646,0.411764706,0.495890411,0.014218009,0.014858301,0.340167928,0
386,0.450980392,0.064383562,0.061611374,0.045743165,0.455222256,1
110,0.068627451,0.180821918,0.028436019,0.020363609,0.955052197,1
2857,0.637254902,0.609589041,0.009478673,0.003435864,0.524665145,2
2361,0.656862745,0.035616438,0,0.00482296,0.41365391,2
3567,0.215686275,0.179452055,0,0.008574151,0.226530182,2
1326,0.284313725,0.406849315,0.028436019,0.016503862,0.461409141,0
1756,0.245098039,0.406849315,0.004739336,0.011625763,0.328055293,0
1016,0.176470588,0.287671233,0.052132701,0.023306665,0.583193885,1
1072,0.098039216,0.501369863,0.004739336,0.007884911,0.325583587,2
967,0.37254902,0.101369863,0.113744076,0.065769046,0.450345976,1
2033,0.568627451,0.105479452,0.009478673,0.010681504,0.320386251,2
3499,0.049019608,0.443835616,0.009478673,0.012940489,0.633426627,0
3939,0.901960784,0.053424658,0.056872038,0.020828846,0.44570904,0
1903,0.431372549,0.552054795,0.033175355,0.022939645,0.402186109,0
2784,0.049019608,0.094520548,0.042654028,0.044971216,0.362153743,1
3382,0,0.090410959,0.042654028,0.018311395,0.498741668,0
3532,0.392156863,0.004109589,0.090047393,0.041733509,0.482942503,1
3015,0.68627451,0.012328767,0.014218009,0.010617749,0.841387687,0
4838,0.225490196,0.075342466,0.004739336,0.010629811,0.419400937,0
3513,0.735294118,0.138356164,0.061611374,0.033317883,0.256775835,0
1994,0.5,0.030136986,0.066350711,0.053367887,0.423696127,1
4015,0.196078431,0.712328767,0.004739336,0.007552352,0.583035326,0
4298,0.705882353,0.02739726,0.052132701,0.032116881,0.426059925,1
4744,0.392156863,0.319178082,0.052132701,0.030926219,0.447802725,1
4387,0.764705882,0.063013699,0.023696682,0.017148302,0.397153038,0
2110,0.068627451,0.010958904,0.052132701,0.025124537,0.463325694,1
526,0.784313725,0.038356164,0.042654028,0.024604161,0.370502394,0
4539,0.784313725,0.269863014,0,0.005300259,0.252190319,2
3044,0.235294118,0.093150685,0.028436019,0.019538243,0.5547851,0
2599,0.019607843,0.465753425,0,0.016572786,0.352065228,0
949,0.049019608,0.278082192,0.004739336,0.004716128,0.425335732,2
2179,0.117647059,0.134246575,0.014218009,0.002639791,0.56744342,2
2360,0.166666667,0.005479452,0.004739336,0.006895851,0.467458645,2
714,0.098039216,0.220547945,0,0.00078918,0.303510591,2
4629,0.294117647,0.175342466,0.056872038,0.045498485,0.357484628,1
1806,0.137254902,0.18630137,0.033175355,0.010488516,0.551976352,0
4014,0.5,0.089041096,0.042654028,0.023327343,0.406039366,0
3133,0.37254902,0.030136986,0.014218009,0.016048964,0.337409352,0
3027,0.343137255,0.052054795,0.132701422,0.107383661,0.479631998,1
1437,0.156862745,0.590410959,0.009478673,0.017665232,0.336854271,0
844,0.294117647,0.016438356,0.132701422,0.039064425,0.406576913,1
2464,0.176470588,0.091780822,0.056872038,0.049504695,0.58948393,1
1266,0.147058824,0.263013699,0.009478673,0.011138126,0.33753345,0
1805,0.254901961,0.049315068,0.018957346,0.017177595,0.504628411,0
3791,0.617647059,0.017808219,0.142180095,0.077996171,0.506870489,1
4128,0.480392157,0.921917808,0,0.009485672,0.230195916,2
2461,0.156862745,0.031506849,0.042654028,0.03131047,0.467304962,1
1855,0.039215686,0.119178082,0,0.002958565,0.408531664,2
2568,0.460784314,0.042465753,0.037914692,0.018311395,0.371106788,0
2199,0.362745098,0,0.308056872,0.112673581,0.430987459,1
2741,0.431372549,0.043835616,0.009478673,0.009230653,0.527914965,0
1566,0.803921569,0.005479452,0.08056872,0.050700527,0.352567833,1
1633,0.294117647,0.773972603,0,0.002581205,1,2
1700,0.294117647,0.302739726,0.014218009,0.006170425,0.311072269,2
2096,0.656862745,0.02739726,0.047393365,0.025024597,0.509267775,1
1592,0.088235294,0.464383562,0.009478673,0.006909635,0.421386789,2
3457,0.088235294,0.495890411,0.023696682,0.020899493,0.400350259,0
4399,0.303921569,0.134246575,0.004739336,0.008222638,0.316561744,2
1690,0.68627451,0.667123288,0,0.006370305,0.562474614,2
1024,0.078431373,0.235616438,0.028436019,0.011875613,0.485766227,0
180,0.803921569,0.028767123,0.3507109,0.137350112,0.439273065,1
4894,0.068627451,0.098630137,0.004739336,0.001966058,0.504768846,2
3421,0.147058824,0.22739726,0.014218009,0.008091683,0.328675593,2
1119,0.343137255,0.054794521,0.023696682,0.018886911,0.325552234,0
1426,0.549019608,0.110958904,0.109004739,0.037196583,0.489758917,1
1567,0.62745098,0.301369863,0.113744076,0.094167475,0.530043581,1
3944,0.696078431,0.519178082,0.042654028,0.025062505,0.468725478,1
4860,0.078431373,0.363013699,0.009478673,0.010445439,0.36522376,0
4312,0.794117647,0.18630137,0.028436019,0.017570462,0.450061525,0
1736,0.774509804,0.2,0.014218009,0.01120705,0.199389244,2
4638,0.18627451,0.617808219,0.037914692,0.011481023,0.427085077,0
1139,0.009803922,0.065753425,0.099526066,0.045550178,0.346136388,1
2778,0.352941176,0.047945205,0.037914692,0.026606404,0.390743878,0
1597,0.029411765,0.031506849,0.047393365,0.025171061,0.442866729,1
1836,0.68627451,0.047945205,0.161137441,0.093926241,0.582473209,1
4063,0.039215686,0.306849315,0.009478673,0.007610938,0.610014961,0
809,0.049019608,0.039726027,0.033175355,0.022965491,0.229506986,0
4110,0.392156863,0.012328767,0.312796209,0.201668306,0.387557886,1
3411,0.666666667,0.298630137,0.028436019,0.01390198,0.354159941,0
411,0.607843137,0.087671233,0.142180095,0.046559915,0.517797749,1
4270,0.490196078,0.008219178,0.023696682,0.015313199,0.242905377,0
2134,0.882352941,0.104109589,0.018957346,0.009597673,0.455097138,0
112,0.029411765,0.016438356,0.004739336,0.004640311,0.212881582,2
1148,0.441176471,0.02739726,0.156398104,0.059428034,0.439213936,1
3274,0.176470588,0.21369863,0.004739336,0.005003886,0.230079402,2
4300,0.725490196,0.260273973,0,0.003036104,0.526844988,2
3334,0.039215686,0.438356164,0.047393365,0.030712554,0.254235166,0
3796,0.950980392,0.131506849,0.142180095,0.085060886,0.380962216,1
3749,0.578431373,0.1,0.023696682,0.014903101,0.313633333,0
4230,0.852941176,0.05890411,0.023696682,0.017747941,0.519273452,0
419,0.019607843,0.591780822,0,0.005848205,0.303510591,2
4224,0.362745098,0.046575342,0.023696682,0.015945578,0.476476686,0
4985,0.098039216,0.654794521,0.014218009,0.028136518,0.333482799,0
783,0.735294118,0.049315068,0.142180095,0.039527939,0.537208193,1
4440,0.588235294,0.153424658,0.028436019,0.012471806,0.512003414,0
2140,0.12745098,0.020547945,0.009478673,0.005279582,0.446192227,2
2283,0.382352941,0.354794521,0.023696682,0.037903055,0.38176995,1
4613,0.176470588,0.008219178,0.009478673,0.011041632,0.366580038,0
669,0.990196078,0.012328767,0.213270142,0.014267277,0.780211965,0
4334,0.137254902,0.167123288,0.028436019,0.0147911,0.538504106,0
2675,0.411764706,0.98630137,0,0.001364696,0.560111952,2
3424,0.068627451,0.52739726,0,0.001661069,0.211867248,2
3963,0.215686275,0.673972603,0.004739336,0.007352472,0.633426627,0
1996,0.931372549,0.324657534,0.047393365,0.028405322,0.519769522,1
4868,0,0.04109589,0.109004739,0.06464903,0.400113661,1
3685,0.362745098,0.075342466,0.085308057,0.043177467,0.448658134,1
2445,0.352941176,0.483561644,0.004739336,0.044099326,0.486797277,1
1267,0.421568627,0.009589041,0.071090047,0.042314194,0.471930209,1
429,0.441176471,0.663013699,0.004739336,0.007743616,0.289170349,2
1833,0.088235294,0.750684932,0.004739336,0.0049677,0.461641166,2
3537,0.068627451,0.753424658,0,0.003873531,0.193538579,2
3562,0.725490196,0.015068493,0.236966825,0.111138298,0.516992973,1
2775,0.411764706,0.945205479,0,0.006420275,0.525818449,2
1250,0.294117647,0.169863014,0.018957346,0.022500254,0.336743009,0
2921,0.843137255,0.030136986,0.023696682,0.010717689,0.316722367,2
4899,0,0.128767123,0,0.004259506,0.400724817,2
2705,0.509803922,0.035616438,0.09478673,0.062345244,0.364153361,1
3040,0.117647059,0.049315068,0.056872038,0.054832523,0.419435007,1
4751,0.156862745,0.093150685,0.066350711,0.04382363,0.29335406,1
2233,0.088235294,0.289041096,0.014218009,0.00724564,0.425197239,2
446,0.235294118,0.057534247,0.028436019,0.015109874,0.513445561,0
2884,0.12745098,0.191780822,0.042654028,0.015366616,0.449449901,0
2347,0.235294118,0.001369863,0.118483412,0.038623311,0.44598556,1
2979,0.264705882,0.090410959,0.047393365,0.038807683,0.423404586,1
4136,0.745098039,0.1,0.018957346,0.008498335,0.379937681,2
4757,0.098039216,0.409589041,0.014218009,0.011491361,0.263222422,2
2624,0.117647059,0.190410959,0.014218009,0.026761483,0.318614364,0
343,0.862745098,0.117808219,0.056872038,0.033457454,0.357342127,1
3136,0.392156863,0.320547945,0.056872038,0.030955511,0.442449358,1
4118,0.019607843,0.601369863,0,0.004855699,0.670083964,2
84,0.676470588,0.687671233,0.009478673,0.007178439,0.512774345,2
593,0.647058824,0.095890411,0.052132701,0.018206286,0.476933255,0
2660,0.431372549,0.019178082,0.180094787,0.037575666,0.355906365,1
