,L,R,F,M,C
42487,21,85,7,6303,0.559793749
42488,18,28,5,8440,0.418
42489,63,69,3,5090,0.6930451870000001
42490,14,265,5,5495,0.641938126
42491,21,207,5,5542,0.636481415
42492,66,413,5,4862,0.725452489
42493,95,668,4,4494,0.7847129509999999
42494,102,119,3,5381,0.655328006
42495,82,244,4,5334,0.661001125
42496,19,295,3,4723,0.7464958709999999
42497,18,293,6,4875,0.723220513
42498,15,28,4,8902,0.396005392
42499,13,333,3,4849,0.726964323
42500,18,123,4,3880,0.908515464
42501,31,612,3,6155,0.572705118
42502,29,465,6,5647,0.624180981
42503,78,39,7,7973,0.442054434
42504,47,41,8,8068,0.436826971
42505,107,228,4,11746,0.3
42506,16,93,7,6345,0.555345942
42507,17,122,6,5269,0.6687265139999999
42508,22,51,4,7079,0.497724255
42509,21,388,2,5420,0.65
42510,12,387,2,5420,0.65
42511,21,339,2,5420,0.65
42512,14,32,3,4065,0.8666666670000001
42513,72,333,2,5420,0.65
42514,12,376,2,5420,0.65
42515,15,224,4,5238,0.672542955
42516,102,29,5,7478,0.47106713
42517,89,493,4,3522,1.0
42518,113,223,4,3771,0.933937947
42519,20,82,6,6615,0.532403628
42520,14,47,5,5572,0.632002872
42521,14,438,3,7034,0.5005970999999999
42522,14,402,2,4268,0.825
42523,66,49,5,4846,0.7265889390000001
42524,42,165,5,6078,0.579295821
42525,15,186,3,3827,0.92
42526,24,407,2,4539,0.775677462
42527,29,26,4,5032,0.699658188
42528,16,199,3,5589,0.629924852
42529,97,305,3,5726,0.6147642329999999
42530,43,247,4,5714,0.616023801
42531,13,36,5,4889,0.7198854570000001
42532,72,311,3,5095,0.6907654559999999
42533,24,78,3,5656,0.622215347
42534,103,5,6,7036,0.500159181
42535,89,488,6,5136,0.685183022
42536,18,554,2,4692,0.75
42537,31,529,5,6952,0.506091772
42538,60,21,7,5614,0.626651229
42539,55,14,4,4465,0.787894737
42540,22,256,5,5551,0.6337362639999999
42541,16,79,3,6090,0.577597701
42542,26,189,4,4668,0.753528278
42543,98,161,7,4093,0.859218177
42544,37,537,3,7019,0.501025787
42545,12,172,6,7805,0.45047789899999996
42546,32,136,2,3911,0.898849399
42547,39,118,5,4714,0.7457000420000001
42548,77,125,4,6218,0.565283049
42549,98,384,5,8276,0.424710005
42550,112,171,5,5321,0.6604115770000001
42551,22,5,5,4938,0.711595788
42552,34,493,3,5856,0.6
42553,26,222,3,6057,0.58
42554,101,636,4,5982,0.587261785
42555,37,30,11,7205,0.487566967
42556,43,125,7,4291,0.818671638
42557,76,236,9,5335,0.658414246
42558,68,230,2,3818,0.92
42559,30,145,5,5219,0.6729986590000001
42560,42,401,5,5665,0.62
42561,21,71,6,4922,0.713581877
42562,91,14,6,5151,0.681801592
42563,91,35,2,4902,0.7164300290000001
42564,50,661,3,5565,0.630943396
42565,23,39,4,3976,0.883075956
42566,32,409,3,5972,0.587910248
42567,43,276,5,3772,0.9306468720000001
42568,62,242,3,5128,0.684535881
42569,58,137,4,6506,0.539532739
42570,42,144,5,3855,0.9105473409999999
42571,108,113,2,4154,0.845
42572,19,590,2,7800,0.45
42573,35,363,3,4680,0.75
42574,80,62,5,5412,0.648512565
42575,16,81,6,5659,0.62020675
42576,27,35,3,6494,0.540443486
42577,14,108,4,5740,0.61141115
42578,30,379,5,3905,0.89871959
42579,29,213,4,5198,0.6751288959999999
42580,85,3,10,7580,0.46297097600000003
42581,106,48,3,6178,0.567976691
42582,77,321,3,6187,0.567140779
42583,39,103,3,4009,0.8752506859999999
42584,50,74,4,5434,0.645712183
42585,32,603,3,4161,0.8432588320000001
42586,33,164,7,6085,0.576593262
42587,97,331,8,6609,0.530761083
42588,24,296,2,5147,0.681507674
42589,30,84,6,8602,0.407778424
42590,83,15,4,6778,0.5174992620000001
42591,31,418,5,7714,0.45470573
42592,69,214,3,3900,0.8992923079999999
42593,15,456,2,5203,0.6739573320000001
42594,69,75,6,6262,0.5599760460000001
42595,105,495,4,4449,0.7881096879999999
42596,69,25,3,5232,0.6701070339999999
42597,68,77,4,5914,0.5928204260000001
42598,26,22,4,3879,0.9038257279999999
42599,12,117,6,6465,0.5422304720000001
42600,17,440,2,4743,0.739089184
42601,53,570,4,4296,0.81599162
42602,77,234,2,4532,0.7734797
42603,13,48,4,4479,0.782625586
42604,37,477,5,5428,0.645771923
42605,45,572,3,5219,0.671632497
42606,59,14,5,7027,0.498797495
42607,15,19,4,5498,0.637511822
42608,15,346,3,7387,0.47446189299999997
42609,78,404,6,7128,0.4916666670000001
42610,37,12,4,4457,0.7863046890000001
42611,16,123,5,5955,0.5884500420000001
42612,85,17,5,9273,0.377888493
42613,57,86,8,8670,0.404141869
42614,12,46,3,4071,0.860643577
42615,28,226,2,3720,0.94172043
42616,39,242,2,7298,0.48
42617,65,1,3,10947,0.32
42618,74,94,4,4317,0.811387538
42619,48,45,5,4443,0.788251182
42620,77,83,6,5157,0.6790963740000001
42621,39,50,6,6849,0.511274639
42622,14,5,4,4592,0.7624891109999999
42623,23,23,4,4275,0.81900117
42624,51,437,4,4397,0.796201956
42625,79,274,4,7026,0.498274979
42626,21,466,4,4804,0.728705246
42627,41,45,3,4716,0.742264631
42628,18,145,5,5663,0.618121137
42629,18,119,4,6811,0.51389517
42630,26,213,4,4345,0.805311853
42631,67,187,7,9329,0.37499196100000004
42632,31,107,2,6052,0.578010575
42633,13,102,5,7061,0.49540575
42634,102,14,2,5182,0.675
42635,33,302,2,4926,0.71
42636,66,220,4,7002,0.49948586100000003
42637,38,530,3,5649,0.619100726
42638,70,23,4,3887,0.89960638
42639,17,132,5,5512,0.634345065
42640,16,467,4,6556,0.533282489
42641,28,242,4,5694,0.613986653
42642,87,75,2,4756,0.735
42643,44,228,4,3621,0.965379729
42644,42,154,3,4857,0.719693226
42645,35,112,5,4942,0.707258195
42646,34,147,3,3799,0.92
42647,16,380,2,3106,1.125
42648,13,73,5,5270,0.663032258
42649,17,209,2,5963,0.585963441
42650,21,49,5,6288,0.555677481
42651,27,44,4,5495,0.63577798
42652,29,536,2,4110,0.85
42653,24,230,6,4616,0.7568110920000001
42654,54,691,2,4094,0.8532242309999999
42655,15,156,3,5315,0.657136406
42656,48,140,4,5300,0.658973585
42657,57,139,5,6373,0.548013494
42658,56,520,3,5013,0.696628765
42659,18,111,5,6129,0.569765051
42660,98,494,2,2328,1.5
42661,13,141,3,4194,0.832589413
42662,28,487,2,4026,0.867312469
42663,74,22,2,4677,0.746576866
42664,49,44,5,8475,0.41200000000000003
42665,43,204,7,4053,0.8614285709999999
42666,57,91,7,4053,0.8614285709999999
42667,54,107,3,5242,0.666037772
42668,13,266,3,5635,0.6195794139999999
42669,20,524,4,4310,0.8099535959999999
42670,15,186,5,4979,0.7010986140000001
42671,19,153,4,4619,0.755709028
42672,19,216,5,6368,0.548104585
42673,44,615,3,4867,0.71709472
42674,27,375,4,3961,0.881014895
42675,27,165,3,6231,0.56
42676,20,320,5,8510,0.41
42677,20,31,6,6498,0.536934441
42678,38,32,6,7961,0.4382301220000001
42679,68,402,5,6162,0.566147355
42680,60,41,3,3860,0.9037253890000001
42681,22,224,2,3563,0.9790513609999999
42682,20,229,4,5178,0.673615295
42683,27,650,3,3443,1.013040953
42684,37,28,3,4713,0.74
42685,26,5,4,4428,0.7875
42686,83,39,6,6225,0.56015743
42687,25,589,3,6121,0.56966182
42688,17,242,4,4860,0.71744856
42689,45,662,5,5540,0.62933213
42690,28,624,3,4759,0.732611893
42691,15,415,4,4358,0.8
42692,41,532,2,5810,0.6
42693,41,208,5,5100,0.683521569
42694,34,83,4,4065,0.857495695
42695,80,24,5,7009,0.49732058799999995
42696,37,76,7,4053,0.86
42697,15,413,2,4417,0.789053656
42698,20,529,6,7254,0.48041080799999997
42699,14,77,11,4426,0.787338455
42700,25,2,4,3907,0.8918965959999999
42701,15,79,4,4040,0.8625
42702,16,498,3,4967,0.7014596340000001
42703,107,268,5,8059,0.432286884
42704,22,300,5,7037,0.49504760600000003
42705,16,107,8,5256,0.662753044
42706,54,341,6,4860,0.716687243
42707,29,284,4,5958,0.5846022160000001
42708,12,388,2,4644,0.75
42709,14,421,2,4644,0.75
42710,16,489,2,4644,0.75
42711,15,467,2,4644,0.75
42712,35,365,2,4644,0.75
42713,13,401,2,4644,0.75
42714,16,488,2,4644,0.75
42715,16,481,2,4644,0.75
42716,26,559,2,4644,0.75
42717,13,401,2,4644,0.75
42718,14,426,2,4644,0.75
42719,30,130,2,4787,0.727397117
42720,13,70,3,5901,0.59
42721,25,439,4,5290,0.657958412
42722,33,161,4,5949,0.585047907
42723,12,375,2,5953,0.5846379979999999
42724,38,168,5,5692,0.611398454
42725,21,60,5,7619,0.4567594170000001
42726,67,328,6,5439,0.63983269
42727,20,542,2,5496,0.63319687
42728,28,22,5,6168,0.564181258
42729,57,223,5,6876,0.506061664
42730,48,256,4,5814,0.598470932
42731,75,370,3,4302,0.8087866109999999
42732,45,462,5,4179,0.832555635
42733,19,299,3,4078,0.8531338890000001
42734,81,668,2,5144,0.6762830479999999
42735,32,59,3,3603,0.965409381
42736,19,392,3,6138,0.566666667
42737,14,360,2,4092,0.85
42738,96,505,4,4198,0.8285135779999999
42739,100,648,2,5152,0.675
42740,13,141,4,7346,0.47338823799999996
42741,18,549,2,4547,0.764745986
42742,20,274,6,5252,0.662086824
42743,87,172,5,3715,0.9359999999999999
42744,22,14,5,4123,0.8433664809999999
42745,21,207,2,3532,0.984371461
42746,15,144,7,4553,0.763551505
42747,39,58,3,7294,0.476599945
42748,33,404,6,4667,0.74482537
42749,55,361,3,4018,0.865107018
42750,65,55,5,7171,0.484664621
42751,45,498,2,5672,0.612729196
42752,35,287,3,4407,0.788577263
42753,23,326,7,7896,0.440089919
42754,15,390,2,6585,0.52770691
42755,86,106,4,7558,0.459740672
42756,18,502,5,4267,0.814295758
42757,44,424,5,5862,0.592715797
42758,82,222,2,4032,0.8616319440000001
42759,49,690,4,5412,0.641906874
42760,74,207,3,5334,0.6512635920000001
42761,13,365,2,5344,0.65
42762,40,107,2,5344,0.65
42763,65,58,5,4093,0.848636697
42764,90,34,5,3805,0.912851511
42765,30,399,4,4311,0.805671538
42766,37,598,5,4768,0.728439597
42767,19,494,5,4898,0.709095549
42768,32,13,3,3757,0.9244264040000001
42769,31,268,4,10235,0.339328774
42770,86,584,5,4719,0.735876245
42771,20,604,2,4547,0.763624368
42772,17,191,2,3774,0.92
42773,95,363,5,5220,0.665095785
42774,93,117,3,6458,0.537596779
42775,88,8,5,5665,0.612796117
42776,26,650,3,5340,0.65
42777,25,184,3,3957,0.8771796820000001
42778,54,410,2,3471,1.0
42779,32,492,5,4458,0.7785217590000001
42780,103,115,6,5461,0.635359824
42781,20,618,2,3563,0.973814202
42782,42,234,7,6321,0.548864104
42783,32,2,8,7307,0.474784453
42784,23,74,6,5021,0.690898227
42785,21,562,4,3796,0.9138566909999999
42786,71,377,3,5237,0.662392591
42787,18,16,5,5856,0.592365096
42788,41,195,5,6500,0.533672308
42789,34,120,5,6211,0.558501047
42790,28,196,3,3577,0.969695275
42791,84,105,2,4154,0.835
42792,83,57,2,4154,0.835
42793,35,306,3,4594,0.754984763
42794,14,25,6,5923,0.585547864
42795,65,15,5,7174,0.483434625
42796,84,333,2,4473,0.7753185779999999
42797,35,73,5,4961,0.698980044
42798,24,167,4,3632,0.954735683
42799,88,74,6,5300,0.654245283
42800,73,5,12,7543,0.45968712700000003
42801,41,32,4,4659,0.744133934
42802,48,723,2,7298,0.475
42803,14,432,2,7298,0.475
42804,25,564,3,3924,0.8833333329999999
42805,49,188,4,4194,0.8264592270000001
42806,41,147,3,4222,0.820975841
42807,44,345,4,6325,0.5479999999999999
42808,29,327,5,5624,0.61628734
42809,27,217,4,5176,0.6696213289999999
42810,17,318,3,4143,0.83651943
42811,87,279,3,5794,0.598101484
42812,67,197,4,5663,0.61193537
42813,22,591,3,3779,0.9169621590000001
42814,42,330,4,5822,0.595156304
42815,14,411,2,4055,0.8544759559999999
42816,46,29,7,4109,0.84318569
42817,48,155,4,6026,0.574926983
42818,56,48,4,4602,0.752727075
42819,15,197,3,4969,0.697089958
42820,30,26,5,7587,0.456537498
42821,82,531,3,5218,0.66379839
42822,20,296,5,3574,0.969110241
42823,18,503,3,5067,0.683540557
42824,21,470,3,4705,0.736089267
42825,14,104,3,4448,0.778597122
42826,39,19,5,6654,0.520360685
42827,15,45,3,4681,0.7396795559999999
42828,13,138,7,5434,0.637156791
42829,40,56,4,4147,0.834873402
42830,21,174,3,4616,0.75
42831,13,169,5,3767,0.91902575
42832,57,49,2,3934,0.88
42833,23,59,2,3934,0.88
42834,40,648,4,3868,0.894906929
42835,52,168,2,2656,1.303181476
42836,75,15,6,8340,0.415
42837,52,213,7,5972,0.579504354
42838,17,10,4,4842,0.714698472
42839,43,9,4,3823,0.9051765629999999
42840,14,46,5,4040,0.85645297
42841,12,28,8,7838,0.44140086799999995
42842,31,302,4,4298,0.804948813
42843,19,116,5,4351,0.795141347
42844,15,367,3,5670,0.610079365
42845,82,154,5,4719,0.7329370629999999
42846,22,101,6,5004,0.69117506
42847,13,44,4,4131,0.8371774390000001
42848,93,135,2,4407,0.784715226
42849,21,260,3,9606,0.359962523
42850,68,225,3,3347,1.03301464
42851,23,346,3,9556,0.36181456700000003
42852,14,248,3,4569,0.7566666670000001
42853,89,217,4,4493,0.76946361
42854,13,285,2,4268,0.81
42855,61,611,2,3457,1.0
42856,32,178,6,6797,0.508550831
42857,34,447,3,4479,0.7717235990000001
42858,55,10,6,6398,0.540181307
42859,62,676,3,4320,0.8
42860,22,523,5,4924,0.7018684000000001
42861,52,17,3,5068,0.681921863
42862,28,205,4,5290,0.6531909260000001
42863,39,286,4,6465,0.534361949
42864,51,1,7,4214,0.8197508309999999
42865,12,203,2,4088,0.845
42866,101,123,2,2618,1.319323911
42867,15,231,3,4218,0.818790896
42868,34,401,3,4424,0.780537975
42869,40,33,4,6550,0.5271496179999999
42870,107,193,6,4526,0.762825895
42871,17,351,4,3732,0.925
42872,14,392,4,3732,0.925
42873,19,66,4,4092,0.843519062
42874,14,48,4,5745,0.6007641429999999
42875,29,31,3,4423,0.780325571
42876,78,153,8,7579,0.455383296
42877,20,66,5,5331,0.647400113
42878,53,682,2,3451,1.0
42879,33,219,10,5790,0.596
42880,13,388,2,4313,0.8
42881,19,527,5,4131,0.835221496
42882,39,148,5,6817,0.506111193
42883,15,380,4,4469,0.77200716
42884,40,368,5,3450,1.0
42885,87,111,2,4161,0.8291204040000001
42886,94,101,2,4161,0.8291204040000001
42887,24,24,3,6256,0.55142743
42888,16,249,3,4720,0.730847458
42889,19,174,3,5124,0.673214286
42890,49,148,8,5763,0.598518133
42891,12,148,5,8154,0.422976453
42892,30,29,3,4797,0.718949343
42893,36,94,3,6548,0.526560782
42894,34,148,6,5387,0.6400241320000001
42895,67,31,2,3924,0.8786391440000001
42896,22,399,6,6457,0.533870218
42897,25,437,5,4055,0.85
42898,82,162,8,5192,0.66375
42899,50,125,6,4983,0.69157937
42900,40,97,3,4577,0.7528468429999999
42901,39,48,5,4086,0.843274596
42902,13,169,3,4659,0.73951921
42903,15,3,4,7751,0.44446910100000003
42904,20,209,3,4820,0.714707469
42905,32,149,3,4770,0.722165618
42906,16,258,4,4674,0.7369875909999999
42907,14,160,4,4393,0.784092875
42908,13,144,5,6450,0.534
42909,104,124,4,7312,0.471046225
42910,38,21,3,4554,0.756315327
42911,30,481,3,4496,0.766014235
42912,80,485,4,6888,0.5
42913,14,400,2,3444,1.0
42914,57,328,3,4624,0.7447664359999999
42915,17,245,6,3807,0.9045705279999999
42916,69,417,4,4343,0.792908128
42917,13,186,4,4114,0.836985902
42918,13,242,3,3513,0.98
42919,93,191,3,3742,0.92
42920,19,106,6,6170,0.5579513779999999
42921,47,151,5,4310,0.7986983759999999
42922,43,645,3,5901,0.583333333
42923,24,3,3,4597,0.7487709379999999
42924,31,645,3,5796,0.59386646
42925,98,185,5,5123,0.671821199
42926,108,174,6,3766,0.9138502390000001
42927,24,175,3,5322,0.6466666670000001
42928,43,119,6,5167,0.666024773
42929,39,282,5,7114,0.483741917
42930,27,303,4,4184,0.8225
42931,27,43,6,5552,0.619782061
42932,68,567,3,3731,0.9222728490000001
42933,94,163,5,6538,0.52627256
42934,17,269,5,5118,0.6722821409999999
42935,47,487,3,6002,0.573250583
42936,33,385,3,5242,0.656285769
42937,18,34,4,5041,0.682424122
42938,69,433,5,4583,0.750600044
42939,23,703,2,3440,1.0
42940,42,139,6,5843,0.588685607
42941,43,318,5,5057,0.6801463320000001
42942,83,509,4,4855,0.708403708
42943,55,5,7,4053,0.848571429
42944,63,321,4,4008,0.8580963070000001
42945,16,184,4,4333,0.793734133
42946,13,210,6,8254,0.416670705
42947,73,169,5,5195,0.662
42948,21,249,4,6366,0.540182218
42949,15,106,4,3810,0.902401575
42950,108,47,2,6138,0.56
42951,39,120,3,6272,0.548027742
42952,16,245,2,4818,0.713399751
42953,26,569,2,4160,0.826165865
42954,95,37,6,3996,0.86
42955,77,329,6,7291,0.471327664
42956,82,122,2,6491,0.52940533
42957,84,80,7,6347,0.541384906
42958,18,435,4,5073,0.6773408240000001
42959,54,385,6,5094,0.6744503340000001
42960,44,156,4,7452,0.461034622
42961,32,45,4,5546,0.6193725210000001
42962,21,516,6,5927,0.579534334
42963,31,489,4,8376,0.410070439
42964,30,666,5,4747,0.723551717
42965,37,428,5,4339,0.791553353
42966,53,510,5,5389,0.637316756
42967,16,354,3,4605,0.7458197609999999
42968,19,21,4,5102,0.673147785
42969,13,28,7,7491,0.458464824
42970,21,101,2,4700,0.7306787229999999
42971,57,210,5,5900,0.5820000000000001
42972,57,528,3,2289,1.5
42973,76,112,5,5076,0.676408589
42974,52,206,4,3732,0.92
42975,16,194,5,4247,0.8082999759999999
42976,39,338,6,8311,0.4129707620000001
42977,56,142,4,4307,0.796802879
42978,24,336,2,6238,0.55
42979,44,406,2,6238,0.55
42980,17,250,5,5881,0.583378677
42981,43,21,5,4322,0.7937436370000001
42982,93,537,2,4574,0.75
42983,18,126,4,5891,0.582322186
42984,15,458,4,8576,0.4
42985,16,78,4,4811,0.712999376
42986,31,587,4,3920,0.875
42987,43,430,3,4329,0.792238392
42988,41,132,6,6919,0.49564966
42989,23,703,2,3987,0.8601203909999999
42990,33,558,2,3429,1.0
42991,23,635,3,5957,0.5755078060000001
42992,17,3,5,6452,0.531345319
42993,34,251,4,4720,0.72625
42994,16,71,5,5451,0.628816731
42995,19,38,6,10060,0.340686879
42996,19,1,3,4732,0.724243449
42997,84,592,3,6231,0.55
42998,73,469,3,6231,0.55
42999,13,106,4,4473,0.7661368209999999
43000,24,71,5,4230,0.8101371159999999
43001,65,117,5,4950,0.692163636
43002,80,667,2,3426,1.0
43003,20,621,2,3426,1.0
43004,35,41,4,5674,0.6037381039999999
43005,28,410,3,5087,0.6733634759999999
43006,95,60,2,4022,0.851653406
43007,61,200,2,4065,0.8425830259999999
43008,13,4,6,6169,0.5551904679999999
43009,51,404,4,3769,0.9086893079999999
43010,99,9,4,3836,0.8927789359999999
43011,26,266,2,4029,0.85
43012,63,269,3,5999,0.570828471
43013,82,134,4,6245,0.548329864
43014,12,181,2,6988,0.49
43015,29,119,2,6988,0.49
43016,39,58,2,3934,0.87
43017,22,493,6,4928,0.694338474
43018,35,204,7,6451,0.5303875370000001
43019,63,369,3,5128,0.667180187
43020,24,143,6,7186,0.476100751
43021,51,227,6,5462,0.6263731229999999
43022,78,104,4,5217,0.655769599
43023,19,481,2,3421,1.0
43024,105,515,2,4044,0.8459198809999999
43025,12,179,5,4164,0.821498559
43026,20,601,3,4892,0.699223222
43027,20,194,7,9881,0.346177512
43028,12,223,2,4047,0.8451989129999999
43029,38,82,7,4525,0.7559116020000001
43030,21,265,9,6692,0.511120741
43031,19,325,3,5893,0.58039199
43032,22,466,7,5453,0.627205208
43033,13,8,4,4368,0.782898352
43034,22,71,4,5553,0.615814875
43035,20,11,2,3368,1.015320665
43036,46,121,6,5712,0.598583683
43037,26,66,6,4556,0.7504609309999999
43038,21,231,6,8560,0.39942757
43039,98,376,3,5231,0.653536609
43040,78,115,3,4541,0.75278573
43041,86,151,3,3803,0.8988272420000001
43042,62,421,3,4078,0.8381559590000001
43043,22,58,5,4769,0.716647096
43044,55,355,5,4377,0.780785926
43045,17,13,5,6273,0.544626176
43046,15,221,3,4210,0.811463183
43047,23,101,9,5220,0.654444444
43048,16,70,7,4384,0.7792427009999999
43049,32,358,2,3904,0.875
43050,77,130,7,7824,0.43658103299999995
43051,73,263,3,4623,0.738790828
43052,41,553,2,4018,0.85
43053,12,375,2,6262,0.545384861
43054,29,196,2,5420,0.63
43055,14,419,2,4268,0.8
43056,57,516,3,5604,0.6092255529999999
43057,112,413,3,4153,0.822056345
43058,31,562,4,5023,0.679663548
43059,69,172,9,5510,0.619573503
43060,69,101,2,2421,1.41
43061,85,14,3,4871,0.700778074
43062,31,113,2,4101,0.832353085
43063,19,310,3,4876,0.7
43064,37,582,5,4919,0.693789388
43065,34,243,4,5397,0.63232166
43066,23,305,5,7056,0.483650794
43067,30,17,5,4798,0.711137974
43068,23,450,4,4514,0.755848471
43069,16,59,3,6221,0.54843755
43070,29,404,4,4404,0.774659401
43071,71,504,3,6669,0.511403509
43072,21,641,2,5684,0.6
43073,56,600,2,5684,0.6
43074,53,398,2,5684,0.6
43075,24,246,3,4685,0.7276905020000001
43076,54,60,3,4699,0.725496914
43077,113,75,7,5996,0.568545697
43078,17,98,2,3857,0.883844957
43079,87,210,2,4044,0.8429599409999999
43080,15,466,2,4263,0.799636406
43081,71,250,3,6096,0.559153543
43082,30,17,16,8122,0.41963802
43083,38,241,2,3469,0.982496397
43084,25,508,4,4476,0.761394102
43085,22,4,3,4681,0.727979064
43086,23,240,3,4657,0.7317307279999999
43087,17,310,4,5534,0.615739068
43088,84,135,4,5136,0.663422897
43089,95,153,4,4988,0.6831054529999999
43090,13,305,3,5357,0.636025761
43091,21,614,4,4036,0.844177403
43092,24,639,4,6480,0.5257870370000001
43093,17,332,3,5089,0.6694635489999999
43094,107,297,7,7152,0.47635346799999995
43095,90,117,4,4008,0.85
43096,27,348,3,7630,0.44644167799999995
43097,66,102,2,4154,0.82
43098,64,37,2,4154,0.82
43099,20,240,5,5773,0.590029447
43100,68,335,4,5345,0.637231057
43101,103,75,2,3699,0.92073263
43102,38,29,3,4733,0.7195520809999999
43103,46,170,3,3755,0.90694008
43104,66,428,4,3732,0.9125
43105,13,180,2,4078,0.835
43106,32,416,7,6420,0.530350467
43107,35,695,2,4256,0.8
43108,15,43,5,5325,0.639399061
43109,29,325,5,4657,0.731082242
43110,75,20,5,5376,0.633232887
43111,37,39,5,5250,0.648417143
43112,20,623,2,4500,0.756466667
43113,31,251,2,4307,0.790359879
43114,43,397,2,3404,1.0
43115,24,206,4,4480,0.759796875
43116,16,22,5,7251,0.46943731899999996
43117,41,37,5,6077,0.560120125
43118,35,495,3,4583,0.742701287
43119,40,100,6,6692,0.508635684
43120,26,216,5,4550,0.748
43121,68,49,5,5694,0.597660695
43122,45,5,4,5519,0.616564595
43123,81,628,4,4194,0.8112780159999999
43124,42,384,5,5892,0.57746945
43125,20,43,3,3999,0.8507951990000001
43126,16,225,5,3880,0.8768814429999999
43127,33,164,4,3812,0.89247639
43128,19,186,3,5218,0.651981602
43129,38,696,2,4692,0.725
43130,84,310,5,5160,0.659215116
43131,30,592,3,4592,0.74070122
43132,32,80,4,6642,0.512077687
43133,26,702,3,3924,0.8666666670000001
43134,20,340,3,3924,0.8666666670000001
43135,22,361,3,3924,0.8666666670000001
43136,21,13,5,4083,0.832735734
43137,45,453,3,5866,0.579432322
43138,13,24,5,5951,0.571063687
43139,59,357,4,3877,0.876399278
43140,18,517,2,3985,0.8526474279999999
43141,12,199,3,3971,0.8556408959999999
43142,75,582,3,5524,0.615034395
43143,24,643,5,6192,0.548667636
43144,12,167,3,5013,0.6776939959999999
43145,99,222,3,4584,0.741097295
43146,75,1,7,5162,0.6580337079999999
43147,50,296,3,3998,0.8495347670000001
43148,80,124,3,5567,0.610097
43149,35,675,3,3541,0.9591640779999999
43150,31,187,3,4142,0.819990343
43151,34,678,3,3703,0.917148258
43152,19,56,3,2797,1.214175903
43153,69,165,4,5431,0.625267906
43154,26,45,3,4867,0.69771728
43155,17,381,4,5372,0.6320923310000001
43156,34,3,5,3978,0.8535595779999999
43157,41,677,4,3807,0.8917257679999999
43158,18,61,4,5800,0.585303448
43159,17,135,6,7026,0.483098491
43160,13,160,4,4083,0.8313054129999999
43161,80,518,5,6335,0.5357774270000001
43162,57,132,3,5242,0.6474856920000001
43163,69,82,5,6572,0.516442483
43164,42,8,2,2407,1.41
43165,19,233,6,8010,0.423700375
43166,70,299,4,3949,0.859404913
43167,103,206,2,7298,0.465
43168,96,205,2,7298,0.465
43169,43,168,5,5009,0.6774825309999999
43170,23,303,6,5284,0.642183952
43171,18,80,4,5049,0.6720083179999999
43172,52,516,5,4382,0.77428115
43173,41,259,5,5562,0.609958648
43174,51,78,4,4222,0.803529133
43175,33,196,6,7156,0.474013415
43176,98,120,6,3824,0.8869717570000001
43177,72,83,4,4153,0.8166674690000001
43178,20,563,3,4918,0.6896299309999999
43179,85,216,3,5656,0.599591584
43180,21,213,5,4775,0.7101591620000001
43181,65,498,3,6155,0.550926076
43182,53,141,3,6165,0.55
43183,74,177,2,3876,0.874649123
43184,73,44,4,6780,0.5
43185,13,402,2,3390,1.0
43186,83,214,4,4753,0.713210604
43187,25,331,2,6495,0.521878368
43188,92,4,5,4494,0.75423676
43189,31,118,3,4071,0.83238762
43190,15,135,2,4632,0.731571675
43191,38,45,5,3893,0.8704187
43192,19,476,3,4790,0.70736952
43193,47,25,3,3703,0.914960843
43194,80,11,3,4578,0.74
43195,17,436,2,5420,0.625
43196,18,563,2,5420,0.625
43197,18,517,2,5420,0.625
43198,13,417,2,5420,0.625
43199,72,334,2,5420,0.625
43200,49,73,5,5834,0.580639356
43201,18,116,4,5934,0.570852713
43202,38,501,3,5159,0.656561349
43203,41,127,4,4229,0.800929298
43204,57,218,6,6576,0.515
43205,12,39,5,5113,0.662339136
43206,13,397,4,6515,0.519777437
43207,45,421,3,3666,0.923649755
43208,73,43,4,4762,0.7110415790000001
43209,62,77,2,4154,0.815
43210,18,198,7,7691,0.44017683
43211,15,49,4,4466,0.757971339
43212,22,622,2,3385,1.0
43213,80,1,5,6741,0.502097612
43214,14,116,6,4328,0.78198244
43215,18,175,6,7520,0.45
43216,49,141,4,8258,0.4097142170000001
43217,12,114,4,5794,0.583945461
43218,89,99,3,5901,0.573333333
43219,16,192,4,3524,0.96
43220,81,654,3,5166,0.654849013
43221,40,115,6,6557,0.51591734
43222,40,167,4,6230,0.542974318
43223,68,611,7,5696,0.593872893
43224,75,313,3,5704,0.593004909
43225,18,270,3,4464,0.7577016129999999
43226,73,555,2,5028,0.672573588
43227,37,64,9,4154,0.814034665
43228,23,602,6,4059,0.8330746490000001
43229,15,122,3,4249,0.795678983
43230,20,437,4,3919,0.862669048
43231,29,5,3,4370,0.773622426
43232,53,410,3,4348,0.777449402
43233,38,167,4,6288,0.537563613
43234,96,348,6,4654,0.7261925229999999
43235,65,44,3,4508,0.7496273290000001
43236,91,3,5,6705,0.504
43237,66,5,3,6430,0.5255521
43238,20,141,2,3857,0.876144672
43239,90,221,3,3680,0.91825
43240,19,442,3,4368,0.7735805859999999
43241,18,9,5,4648,0.726826592
43242,13,190,5,7371,0.45828924200000004
43243,79,119,3,4775,0.707417801
43244,46,284,3,4548,0.7426978890000001
43245,15,100,4,6284,0.5375
43246,47,48,5,4079,0.8280485409999999
43247,94,256,5,4243,0.79602404
